id,availability,condition,title,color,description,image_link,link,price,sale_price,brand,google_product_category,InventoryStatus,IsHot,sellstart,schedule
MT1M21468CL48333,in stock,new,顯瘦開岔兩穿式中長裙(挺版羅馬布),深灰,挺版羅馬布/前後兩穿式/假口袋裝飾造型/下襬開岔設計/附內裡,https://pic.pzcdn.tw/pazzo/ProductBasic/044881e8-0bec-4eab-b816-3760fccb19f0.jpg,https://www.pazzo.com.tw/market/n/21468?c=48333,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2024-05-09,20230918
MT1M21961CL49588,in stock,new,坑條造型連身褲襪,深灰,韓國直送/舒適坑條面料/腰圍鬆緊帶設計/連身褲襪,https://pic.pzcdn.tw/pazzo/ProductBasic/061cc44e-d670-4ad1-9fa8-4d5b6c31f17e.jpg,https://www.pazzo.com.tw/market/n/21961?c=49588,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-01-09,20240122
MT1M20082CL45035,in stock,new,MIT美圖顯瘦後開岔長裙(空氣棉),麻灰,台灣製造/自訂美圖布料/顯瘦版型/舒適彈性/無裡布/後中下擺開岔,https://pic.pzcdn.tw/pazzo/ProductBasic/09ea2533-6eb2-4710-a7ed-b6a6d84a649a.jpg,https://www.pazzo.com.tw/market/n/20082?c=45035,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2023-03-30,20220822
MT1M20418CL45843,in stock,new,質感北極絨坑條短裙,奶杏,舒適質料不刺膚/ 直紋坑條針織毛料/ 鬆緊腰節設計,https://pic.pzcdn.tw/pazzo/ProductBasic/124b3609-24ae-4121-91f3-c223f515e604.jpg,https://www.pazzo.com.tw/market/n/20418?c=45843,790.00 TWD,790.00 TWD,PAZZO,1604,Y,N,2022-12-26,20221226
MT1M21827CL49249,in stock,new,MIT舒適日常領口拼接造型圓領上衣,黑,台灣製造/PAZZO自訂開發布料/領口外包邊造型/日常長版上衣/可當內搭,https://pic.pzcdn.tw/pazzo/ProductBasic/16efb4bd-2152-4ee1-b45a-609d10f7ddaf.jpg,https://www.pazzo.com.tw/market/n/21827?c=49249,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-02-05,20240122
MT1M21995CL49684,in stock,new,細肩帶造型圓領針織背心,白,柔軟針織面料/不可調細肩帶/下襬微捲邊造型,https://pic.pzcdn.tw/pazzo/ProductBasic/198e45be-bf31-4c6e-8dd2-e4d624cef393.jpg,https://www.pazzo.com.tw/market/n/21995?c=49684,590.00 TWD,590.00 TWD,PAZZO,1604,Y,N,2024-03-25,20240325
MT1M22622CL51190,in stock,new,MIT涼感親膚美胸BRA TOP(佑妮聯名款),粉,台灣製造/ 舒適親膚涼感抗UV面料 /升級版牛奶絲/ 領口抽皺美胸設計/ 附可拆式上薄下厚胸墊/ 舒適彈性肩帶，肩帶可調式/ 後領美背設計/ 下胸圍內包鬆緊帶，安心美觀每批布皆有些微色差屬正常現象,https://pic.pzcdn.tw/pazzo/ProductBasic/1bd29c01-4603-4e21-978f-f9a822704fe0.jpg,https://www.pazzo.com.tw/market/n/22622?c=51190,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-08-18,20240818
MT1M21979CL49634,in stock,new,MIT雙肩帶美背平口BRA TOP(佑妮聯名款),黑,MIT台灣製造/ 布料彈性及包覆性佳/ 細致雙肩帶造型/ 附可拆上薄下厚一片式胸墊/ 美背弧形設計/,https://pic.pzcdn.tw/pazzo/ProductBasic/1d8f3638-30a5-4fec-94c2-f050c834e417.jpg,https://www.pazzo.com.tw/market/n/21979?c=49634,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-05-05,20240219
MT1M22420CL50754,in stock,new,圓領透肌網紗短袖上衣,黑藍,親膚網紗面料/ 可做疊穿造型,https://pic.pzcdn.tw/pazzo/ProductBasic/20d7b41c-f853-4d8d-a139-d6aca3a5dfd1.jpg,https://www.pazzo.com.tw/market/n/22420?c=50754,490.00 TWD,299.00 TWD,PAZZO,1604,N,N,2024-07-22,20240722
MT1M21979CL49633,in stock,new,MIT雙肩帶美背平口BRA TOP(佑妮聯名款),杏,MIT台灣製造/ 布料彈性及包覆性佳/ 細致雙肩帶造型/ 附可拆上薄下厚一片式胸墊/ 美背弧形設計/,https://pic.pzcdn.tw/pazzo/ProductBasic/21babd6a-3bbe-449f-b0eb-769d4794d3a3.jpg,https://www.pazzo.com.tw/market/n/21979?c=49633,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-05-05,20240219
MT1M21195CL47654,in stock,new,冰膚美背涼感BRA TOP(牛奶絲),白,MIT台灣製造/ 柔滑冰膚涼感牛奶絲布料/ 可拆式上薄下厚一片式胸墊/ 可調式彈性肩帶/ 弧形美背設計,https://pic.pzcdn.tw/pazzo/ProductBasic/2515fb65-d608-4f0d-8e22-45f67cef060a.jpg,https://www.pazzo.com.tw/market/n/21195?c=47654,490.00 TWD,399.00 TWD,PAZZO,1604,N,N,2024-04-01,20230731
MT1M22573CL51074,in stock,new,立體織紋綁帶罩衫式洋裝(佑妮聯名款),白,質感立體織紋特殊布料/ 蝴蝶結綁帶設計/ 澎袖設計，袖口可開釦/ 每批布皆有些微色差屬正常現象,https://pic.pzcdn.tw/pazzo/ProductBasic/07d17496-5bac-4c5d-8c27-086df4d7b424.jpg,https://www.pazzo.com.tw/market/n/22573?c=51074,1390.00 TWD,1390.00 TWD,PAZZO,1604,N,N,2024-08-18,20240818
MT1M22044CL49821,in stock,new,閃亮細摺造型中長裙,黑,腰圍鬆緊帶設計/閃亮細摺面料/附內裡,https://pic.pzcdn.tw/pazzo/ProductBasic/0a60e9dd-106a-43b2-9445-6f42f7c5d5f9.jpg,https://www.pazzo.com.tw/market/n/22044?c=49821,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2024-04-29,20240429
MT1M22421CL50757,in stock,new,品牌LOGO冰絲涼感西裝褲,黑,PPP品牌LOGO裝飾鐵片/ 涼感西裝布，瞬間冰涼觸膚感/ 吸濕排汗涼爽透氣/ 褲管裝飾車線,https://pic.pzcdn.tw/pazzo/ProductBasic/0a799396-be87-47de-ba36-44b02c746f66.jpg,https://www.pazzo.com.tw/market/n/22421?c=50757,1090.00 TWD,1090.00 TWD,PAZZO,1604,N,N,2024-08-26,20240826
MT1M21278CL47860,in stock,new,細肩小辣挖背工裝洋裝,卡其,輕防潑水竹節皺面料/肩帶有彈性/背面及下擺金屬彈簧釦可調節尺寸/淺色會透肌建議穿著淺色內搭,https://pic.pzcdn.tw/pazzo/ProductBasic/0bc3b28d-ee75-4faf-9e11-62e6f0bd2e0c.jpg,https://www.pazzo.com.tw/market/n/21278?c=47860,790.00 TWD,790.00 TWD,PAZZO,1604,Y,N,2024-05-10,20230814
MT1M21262CL47812,in stock,new,PAZZO BEAUTY 絲絨霧面唇膏,L02暗南瓜色DARKPUMPKIN,產品特色: Made In Taiwan品牌特製絲絨霧面質地，傾注長效保濕精油成分，些微絲滑光澤修飾唇紋，細緻色彩粒子一抹唇形，柔軟輕盈滑順易顯色，飽滿且平整的唇膏切面完美弧度貼合唇瓣，打造日常空氣感自然美唇。整體設計以溫暖米色為基調，上蓋及唇膏加入品牌logo線條打凹效果，妝點迷人自信模樣。保存期限：36個月製造日期：2023年12月注意事項:1 請將產品放置於陰涼乾燥處、避免陽光直射。2 請勿撞擊或擲摔產品以防止斷裂。3.產品僅供外用，使用時若產生不適，請立即暫停使用並諮詢醫師。,https://pic.pzcdn.tw/pazzo/ProductBasic/0c6cc12c-3b6c-4bcb-b4e4-87e4f0083755.jpg,https://www.pazzo.com.tw/market/n/21262?c=47812,490.00 TWD,399.00 TWD,PAZZO,1604,N,N,2024-06-20,20231228
MT1M18779CL42056,in stock,new,MIT美圖顯瘦直筒長褲(高彈羅馬布),黑,台灣製造/ PAZZO自訂開發美圖布料/寬腰包覆/直筒版型,https://pic.pzcdn.tw/pazzo/ProductBasic/0ea10943-a95c-4376-bd74-76930255c061.jpg,https://www.pazzo.com.tw/market/n/18779?c=42056,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2022-09-30,20210506
MT1M18284CL40873,in stock,new,& IN THING 開領短版針織上衣,黑,舒適柔軟針織/前領開V造型/寬袖設計,https://pic.pzcdn.tw/pazzo/ProductBasic/0eb3148e-56be-427a-9db8-9e98f2ac0f85.jpg,https://www.pazzo.com.tw/market/n/18284?c=40873,690.00 TWD,690.00 TWD,PAZZO,1604,Y,N,2021-01-18,20210118
MT1M21705CL48916,in stock,new,仙女系毛絨細肩帶洋裝,黑,質感低調毛絨布料/ 整件有內裡/固定式肩帶不可調節,https://pic.pzcdn.tw/pazzo/ProductBasic/11e91ca9-dd09-41e8-800c-f687c107def6.jpg,https://www.pazzo.com.tw/market/n/21705?c=48916,790.00 TWD,790.00 TWD,PAZZO,1604,Y,N,2023-12-10,20231120
MT1M19590CL43902,in stock,new,基本款合身長袖TEE,草綠,彈性柔軟磨毛棉質/BASIC基本款素面圓領長袖/簡約百搭,https://pic.pzcdn.tw/pazzo/ProductBasic/1558a1b3-a9eb-45bf-8cdf-5edefe5d0f9c.jpg,https://www.pazzo.com.tw/market/n/19590?c=43902,590.00 TWD,399.00 TWD,PAZZO,1604,N,N,2022-02-05,20220214
MT1M21855CL49306,in stock,new,珍珠細肩平口長洋裝,白,挺感澎澎棉麻布料/可拆式珍珠細肩帶，肩帶無彈性/前後平口鬆緊帶打攬造型/有內裡,https://pic.pzcdn.tw/pazzo/ProductBasic/19b579b8-0f92-4375-a3dd-c54f2c141641.jpg,https://www.pazzo.com.tw/market/n/21855?c=49306,1390.00 TWD,1390.00 TWD,PAZZO,1604,N,N,2024-06-26,20240304
MT1M20617CL46361,in stock,new,MIT舒彈小辣綁帶上衣,黑,MIT台灣製造/ 品牌自訂開發布料/ 極致彈力質感棉布/ 側腰顯瘦設計 /綁帶可自行做造型,https://pic.pzcdn.tw/pazzo/ProductBasic/1ada8d1f-2a99-4d4f-9f7c-8c4318cbc9be.jpg,https://www.pazzo.com.tw/market/n/20617?c=46361,490.00 TWD,399.00 TWD,PAZZO,1604,N,N,2024-03-21,20230410
MT1M20777CL46748,in stock,new,細肩垂墜合身緞面洋裝,水藍,高級光澤面料/肩帶可調節長度/合身版型/後中開岔/側邊開隱形拉鍊,https://pic.pzcdn.tw/pazzo/ProductBasic/0677d608-5441-4e2a-91e4-7f3fc3858a20.jpg,https://www.pazzo.com.tw/market/n/20777?c=46748,790.00 TWD,790.00 TWD,PAZZO,1604,Y,N,2023-05-25,20230417
MT1M20718CL46594,in stock,new,立體粗編織微削肩背心,米白,圓股編織舒適紗線/小立體領口/微削肩設計/遮副乳顯瘦版型,https://pic.pzcdn.tw/pazzo/ProductBasic/0cc69f43-865a-49f4-9e1f-7e6b3b6d5d4e.jpg,https://www.pazzo.com.tw/market/n/20718?c=46594,690.00 TWD,690.00 TWD,PAZZO,1604,Y,N,2023-06-01,20230313
MT1M22220CL50308,in stock,new,POLO領短版修身雙拉鍊上衣,黑,華夫格親膚面料/前片雙頭拉鍊設計/POLO領造型,https://pic.pzcdn.tw/pazzo/ProductBasic/1875a702-3c47-41eb-824e-7aa0588bda61.jpg,https://www.pazzo.com.tw/market/n/22220?c=50308,590.00 TWD,399.00 TWD,PAZZO,1604,N,N,2024-08-01,20240617
MT1M21954CL49570,in stock,new,後綁帶造型長版襯衫,海藍,袖口開岔設計/後領綁帶造型,https://pic.pzcdn.tw/pazzo/ProductBasic/1c7f720e-bf2c-46ec-b575-9936c62d587d.jpg,https://www.pazzo.com.tw/market/n/21954?c=49570,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2024-05-07,20240325
MT1M20534CL46170,in stock,new,羅紋磨毛顯瘦側開岔長腿褲,鐵灰,極彈羅紋面料/表面磨毛保暖/寬腰包覆/顯瘦版型/褲口側邊開岔造型/XS碼適用於平常選購S碼的小隻女孩,https://pic.pzcdn.tw/pazzo/ProductBasic/23237550-7669-4b4b-bc11-bd7ce2c78554.jpg,https://www.pazzo.com.tw/market/n/20534?c=46170,790.00 TWD,690.00 TWD,PAZZO,1604,N,N,2023-01-13,20221212
MT1M21420CL48211,in stock,new,MIT PAZZO HOTEL 印花tee,屋瓦藍,MIT台灣製造/ 品牌開發布料/ 舒適100%純棉/ PAZZO HOTEL 限定印花,https://pic.pzcdn.tw/pazzo/ProductBasic/247a535b-ac93-4f91-9b35-94ac82d0c264.jpg,https://www.pazzo.com.tw/market/n/21420?c=48211,490.00 TWD,490.00 TWD,PAZZO,1604,N,N,2024-03-25,20230904
MT1M22161CL50140,in stock,new,V領細肩帶蔞空蕾絲外搭洋裝,白,可調式細肩帶/V領造型/下襬傘襬設計/透膚蔞空蕾絲面料,https://pic.pzcdn.tw/pazzo/ProductBasic/25a7087b-1e39-4849-89bf-bc2b01c7eaeb.jpg,https://www.pazzo.com.tw/market/n/22161?c=50140,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2024-06-24,20240624
MT1M22370CL50639,in stock,new,透肌蕾絲織花兩穿式背心,白,質感裸肌立體蕾絲布料/ 親膚舒適/ 肩帶有彈性/ 可當層次外搭單品,https://pic.pzcdn.tw/pazzo/ProductBasic/27fbd03b-7f94-4997-832a-1b7f1a981e27.jpg,https://www.pazzo.com.tw/market/n/22370?c=50639,490.00 TWD,399.00 TWD,PAZZO,1604,Y,N,2024-06-17,20240617
MT1M20316CL45581,in stock,new,經典休閒短棉褲,奶杏,"腰結鬆緊帶加內式抽繩/兩側有口袋/兩側羅紋拼接造型/寬鬆版型,男女共穿",https://pic.pzcdn.tw/pazzo/ProductBasic/28614968-9539-4a9d-9367-4d1ed7ee8de8.jpg,https://www.pazzo.com.tw/market/n/20316?c=45581,890.00 TWD,890.00 TWD,PAZZO,1604,N,N,2022-11-07,20221110
MT1M18445CL41251,in stock,new,微光澤顯瘦壓褶長褲,米杏,舒適壓褶布料/鬆緊腰頭設計/附內裡淺色建議搭配淺色內搭/高腰設計/微光澤質感面料,https://pic.pzcdn.tw/pazzo/ProductBasic/005f65c2-7c6d-41d0-9d27-95a5db0945f6.jpg,https://www.pazzo.com.tw/market/n/18445?c=41251,690.00 TWD,690.00 TWD,PAZZO,1604,Y,N,2021-04-12,20210412
MT1M22716CL51376,in stock,new,MIT 空氣棉隨性短版長袖上衣,白,台灣製造/自訂開發空氣棉布料/布料舒適彈性/短版設計,https://pic.pzcdn.tw/pazzo/ProductBasic/034d744a-eaa3-4717-8349-93f5edbac6f8.jpg,https://www.pazzo.com.tw/market/n/22716?c=51376,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-09-30,20240930
MT1M21626CL48734,in stock,new,MIT極暖柔膚圓領發熱衣,黑,MIT台灣製造/ 含蠶絲蛋白美膚機能/ 發熱吸濕排汗/ 輕盈柔軟極親膚發熱布料/ 後立體車線造型設計可外穿也可內搭,https://pic.pzcdn.tw/pazzo/ProductBasic/03cab068-d168-4e68-bca6-2a886cc86a46.jpg,https://www.pazzo.com.tw/market/n/21626?c=48734,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2023-11-05,20231030
MT1M21201CL47680,in stock,new,透肌洞洞針織感圓領上衣,黑,洞洞針織面料/圓領寬袖造型/建議內著背心小可愛,https://pic.pzcdn.tw/pazzo/ProductBasic/07a6fe56-8548-42ef-b66a-15d6eddf8b64.jpg,https://www.pazzo.com.tw/market/n/21201?c=47680,590.00 TWD,590.00 TWD,PAZZO,1604,Y,N,2023-07-31,20230731
MT1M22119CL50028,in stock,new,微透膚後V造型坑條上衣,白,透膚坑條面料/後中車細摺造型/顯瘦後V剪接造型,https://pic.pzcdn.tw/pazzo/ProductBasic/0a06e92c-3b10-4601-aca3-ced63ba838b2.jpg,https://www.pazzo.com.tw/market/n/22119?c=50028,490.00 TWD,399.00 TWD,PAZZO,1604,N,N,2024-04-22,20240422
MT1M22096CL49965,in stock,new,洗舊刷色牛仔寬褲,咖,挺料牛仔刷色/ 隨性時髦鬆弛感風格/寬褲版型/四季皆可穿著,https://pic.pzcdn.tw/pazzo/ProductBasic/0a699506-eeb6-41ad-b829-37b820669446.jpg,https://www.pazzo.com.tw/market/n/22096?c=49965,1190.00 TWD,1190.00 TWD,PAZZO,1604,N,N,2024-05-20,20240520
MT1M20299CL45543,in stock,new,經典圓領大學TEE (加大版),藍,經典圓領版型/兩側羅紋拼接造型/2XL加大尺碼,https://pic.pzcdn.tw/pazzo/ProductBasic/10968874-aef3-4413-ad1d-ac61b562aa91.jpg,https://www.pazzo.com.tw/market/n/20299?c=45543,1290.00 TWD,1290.00 TWD,PAZZO,1604,Y,N,2022-11-07,20221110
MT1M22187CL50227,in stock,new,細腰節紋理打摺西裝長褲,淺灰杏,精緻紋理西裝材質/抗皺面料/寬褲版型/前打摺修飾腹部,https://pic.pzcdn.tw/pazzo/ProductBasic/12be7493-c16c-42d1-b7d4-e97bff7c5e00.jpg,https://www.pazzo.com.tw/market/n/22187?c=50227,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2024-08-05,20240805
MT1M19781CL44361,in stock,new,MIT 維納斯單肩泳衣,深棕,極簡素面設計/下厚上薄胸墊/側邊包覆副乳/可搭配三角泳褲,https://pic.pzcdn.tw/pazzo/ProductBasic/13a53f03-cd9f-4637-b629-d6b75884eb72.jpg,https://www.pazzo.com.tw/market/n/19781?c=44361,590.00 TWD,399.00 TWD,PAZZO,1604,N,N,2023-08-05,20220503
MT1M19781CL44359,in stock,new,MIT 維納斯單肩泳衣,奶油杏,極簡素面設計/下厚上薄胸墊/側邊包覆副乳/可搭配三角泳褲,https://pic.pzcdn.tw/pazzo/ProductBasic/18c32a27-fccd-47ac-bd38-bcfc1ab8c357.jpg,https://www.pazzo.com.tw/market/n/19781?c=44359,590.00 TWD,399.00 TWD,PAZZO,1604,N,N,2023-08-05,20220503
MT1M20299CL45542,in stock,new,經典圓領大學TEE (加大版),粉,經典圓領版型/兩側羅紋拼接造型/2XL加大尺碼,https://pic.pzcdn.tw/pazzo/ProductBasic/1bfa83e0-e959-4e90-b459-c33e25b6ef08.jpg,https://www.pazzo.com.tw/market/n/20299?c=45542,1290.00 TWD,1290.00 TWD,PAZZO,1604,N,N,2022-11-07,20221110
MT1M22204CL50274,in stock,new,MIT 極彈附口袋高腰緊身短褲,灰杏,台灣製造/自訂親膚裸感磨毛彈性布料／吸濕排汗功能／萊卡極彈纖維/特殊顯瘦剪裁/高腰寬腰節設計／附加口袋，便於放置隨身物品／瑜伽等低強度運動打造，亦適合追求舒適時穿著,https://pic.pzcdn.tw/pazzo/ProductBasic/2e6e0223-9138-4455-b205-6e127e8ee245.jpg,https://www.pazzo.com.tw/market/n/22204?c=50274,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-05-20,20240520
MT1M21359CL48083,in stock,new,MIT厚磅寵物手稿tee (unisex),米,MIT台灣製造/ 厚磅100%棉/男女共穿/ 耐洗不易鬆,https://pic.pzcdn.tw/pazzo/ProductBasic/020860be-c9f7-4986-8f02-7c7b15f033cf.jpg,https://www.pazzo.com.tw/market/n/21359?c=48083,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2023-10-01,20230828
MT1M22347CL50591,in stock,new,MIT  A’a刺繡花邊造型BRA TOP,白,台灣製造/ 羅紋布料/ aa刺繡／前領花邊造型／肩帶可拆/ 肩帶長度可調整，有彈性穿著舒適/ 附可拆上薄下厚一片式胸墊/ 下胸圍鬆緊帶設計增加包覆性,https://pic.pzcdn.tw/pazzo/ProductBasic/144cca0e-486d-4d64-b318-9d33901eae50.jpg,https://www.pazzo.com.tw/market/n/22347?c=50591,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-06-03,20240603
MT1M21904CL49430,in stock,new,經典logo刺繡口袋條紋襯衫(佑妮聯名款),藍,質感襯衫布料/ LOGO刺繡設計/ 配色條紋/ 袖開釦造型設計,https://pic.pzcdn.tw/pazzo/ProductBasic/20767c0f-0398-4d36-9773-0315e821bcc8.jpg,https://www.pazzo.com.tw/market/n/21904?c=49430,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2024-08-01,20240219
MT1M22749CL51449,in stock,new,MIT PEANUTS ATHLEISURE CLUB圓領大學TEE,燕麥杏,台灣製造/PAZZO自訂開發布料/圓領大學TEE/印花設計,https://pic.pzcdn.tw/pazzo/ProductBasic/24965241-dff8-4810-b24d-800c344f519d.jpg,https://www.pazzo.com.tw/market/n/22749?c=51449,1090.00 TWD,1090.00 TWD,PAZZO,1604,N,N,2024-09-16,20240916
MT1M21277CL47857,in stock,new,圓領美背抽皺綁帶洋裝,橘紅,舒適襯衫布料/澎袖剪裁設計/後美背挖洞鬆緊帶綁繩抽皺造型/有內裡,https://pic.pzcdn.tw/pazzo/ProductBasic/24d28608-2099-461b-b80c-0316299f8af9.jpg,https://www.pazzo.com.tw/market/n/21277?c=47857,890.00 TWD,890.00 TWD,PAZZO,1604,Y,N,2023-08-07,20230807
MT1M22088CL49941,in stock,new,口袋造型顯瘦A字裙,黑,側開隱型拉鍊/耳仔造型/兩側隱型口袋/前片假口袋造型/內裡安全褲,https://pic.pzcdn.tw/pazzo/ProductBasic/2c7fa91f-4238-49de-a7f0-f17fe1f30dec.jpg,https://www.pazzo.com.tw/market/n/22088?c=49941,590.00 TWD,590.00 TWD,PAZZO,1604,N,N,2024-05-06,20240506
MT1M19623CL43988,in stock,new,顯瘦不對稱百褶造型短裙,卡其,不對稱斜腰頭造型/寬百褶造型/側邊隱形拉鍊/安全褲型內裡,https://pic.pzcdn.tw/pazzo/ProductBasic/39fb0978-21f3-45b5-af4e-ff2863f51dfe.jpg,https://www.pazzo.com.tw/market/n/19623?c=43988,690.00 TWD,690.00 TWD,PAZZO,1604,Y,N,2022-04-11,20220411
MT1M22061CL49868,in stock,new,MIT & IN THING LOGO不修邊短版圓領TEE,白,台灣製造/自訂開發布料/親膚棉質面料/LOGO設計/下襬不修邊造型,https://pic.pzcdn.tw/pazzo/ProductBasic/3d993850-a2ed-49b8-b529-8567140f0bf3.jpg,https://www.pazzo.com.tw/market/n/22061?c=49868,490.00 TWD,399.00 TWD,PAZZO,1604,N,N,2024-03-11,20240311
MT1M19580CL43881,in stock,new,復古小香風毛呢西裝短褲,奶白,質感毛呢布料/ 舒適不刺膚/ 有內裡/ 有口袋,https://pic.pzcdn.tw/pazzo/ProductBasic/3df00613-f867-47c3-8c6b-244bf3589a81.jpg,https://www.pazzo.com.tw/market/n/19580?c=43881,690.00 TWD,690.00 TWD,PAZZO,1604,N,N,2021-10-14,20220214
MT1M22396CL50685,in stock,new,荷葉前開岔背心洋裝,白,質感薄挺襯衫布料/荷葉拼接造型/前開岔設計/白色加內裡,https://pic.pzcdn.tw/pazzo/ProductBasic/23528079-e569-462b-a3ce-8b4d3d14dd04.jpg,https://www.pazzo.com.tw/market/n/22396?c=50685,1090.00 TWD,890.00 TWD,PAZZO,1604,N,N,2024-07-29,20240729
MT1M22464CL50864,in stock,new,[STAND OIL]HUG BACK PACK,黑,"'自然垂墜的抽繩開口與豐滿的包身設計，展現可愛青春氛圍的 ""Hug Backpack""- 共有尼龍材質跟牛仔材質兩種材質- 側面設有方便取物的拉鍊- 前面有兩個迷你翻蓋口袋 , 內部有一個拉鍊口袋- 左側有鑰匙圈掛勾- 方便調整長度的抽繩扣 - 可收納 ipad mini 尺寸-  22.5 * 31 *11.5 , 重量480g- 手提把高度：10cm- 背帶長度：56.5~106 cm *尺寸可能因測量方法而稍有差異注意事項:* 牛仔布材質的特性上可能會因環境而造成染色，請避免在潮濕的環境中使用或存放*不可水洗*若有潮濕情況，請於通風陰涼處風乾*長時間暴露於陽光和高溫下可能導致變色*製造國家：韓國/中國（兩地同時生產）",https://pic.pzcdn.tw/pazzo/ProductBasic/1f66634f-ca47-4ae4-ab7e-b9722bc70954.jpg,https://www.pazzo.com.tw/market/n/22464?c=50864,3150.00 TWD,3150.00 TWD,PAZZO,1604,Y,N,2024-07-15,20240715
MT1M21705CL48917,in stock,new,仙女系毛絨細肩帶洋裝,水霧藍,質感低調毛絨布料/ 整件有內裡/固定式肩帶不可調節,https://pic.pzcdn.tw/pazzo/ProductBasic/276aa91f-e40e-4aae-b658-23ab7d6a9ef7.jpg,https://www.pazzo.com.tw/market/n/21705?c=48917,790.00 TWD,790.00 TWD,PAZZO,1604,Y,N,2023-12-10,20231120
MT1M22732CL51407,in stock,new,透肌感網紗側抽皺上衣,杏,親膚舒適彈力網紗布料/ 仙女感透肌質感/ 兩側抽皺設計每批布皆有些微色差屬正常現象,https://pic.pzcdn.tw/pazzo/ProductBasic/2ba955e7-309a-4e2d-846b-b7612b751f83.jpg,https://www.pazzo.com.tw/market/n/22732?c=51407,490.00 TWD,399.00 TWD,PAZZO,1604,N,N,2024-09-23,20240923
MT1M22532CL50972,in stock,new,包邊造型直筒牛仔中長裙,白,腰結包邊造型/前開岔設計/前後片都有口袋,https://pic.pzcdn.tw/pazzo/ProductBasic/2d4acd47-71b3-4ae3-a9f5-35d8d938b346.jpg,https://www.pazzo.com.tw/market/n/22532?c=50972,1090.00 TWD,1090.00 TWD,PAZZO,1604,N,N,2024-08-12,20240812
MT1M22407CL50714,in stock,new,舒適修身雲朵BRA TOP洋裝,淺灰杏,舒適軟糯雲朵面料/內層附可拆一片式胸墊/下胸圍鬆緊帶設計/彈性細肩帶/淺色建議穿著膚色內著/商品材質以官網標示為主,https://pic.pzcdn.tw/pazzo/ProductBasic/2db66352-d3e9-4888-945a-ec36792a49e5.jpg,https://www.pazzo.com.tw/market/n/22407?c=50714,790.00 TWD,790.00 TWD,PAZZO,1604,N,N,2024-06-17,20240617
MT1M8365CL19308,in stock,new,MIT BASCI圓領細肩背心,蜜粉桃,MIT自開薄彈性羅紋布料/細肩帶造型,https://pic.pzcdn.tw/pazzo/ProductBasic/2dc29149-870a-4af0-b184-2e127eba373b.jpg,https://www.pazzo.com.tw/market/n/8365?c=19308,290.00 TWD,290.00 TWD,PAZZO,1604,Y,N,2017-02-06,20170206
MT1M22741CL51427,in stock,new,顯瘦寬腰結造型A字裙(挺版羅馬布),白,腰圍內細鬆緊帶設計/寬腰結造型/附耳仔可穿皮帶/兩側有口袋/內附安全褲內裡/每批布皆有些微色差屬正常現象,https://pic.pzcdn.tw/pazzo/ProductBasic/34306f8d-52ca-4af5-b45e-041bff918a75.jpg,https://www.pazzo.com.tw/market/n/22741?c=51427,590.00 TWD,490.00 TWD,PAZZO,1604,N,N,2024-09-30,20240930
MT1M19931CL44715,in stock,new,休閒華夫格寬鬆上衣,米杏,休閒百搭/彈性面料/寬鬆版型,https://pic.pzcdn.tw/pazzo/ProductBasic/34c73633-bfc7-443e-9ccc-eb81604f5fd6.jpg,https://www.pazzo.com.tw/market/n/19931?c=44715,590.00 TWD,590.00 TWD,PAZZO,1604,Y,N,2022-07-18,20220718
MT1M22457CL50850,in stock,new,經典百搭牛皮方形細皮帶,咖,韓國製造/質感真皮/ 質感霧銀色金屬釦環/ 日常百搭配件/,https://pic.pzcdn.tw/pazzo/ProductBasic/3a2d3ef8-98db-4658-a4a3-b1db6527f779.jpg,https://www.pazzo.com.tw/market/n/22457?c=50850,890.00 TWD,890.00 TWD,PAZZO,1604,N,N,2024-08-18,20240818
MT1M22357CL50605,in stock,new,Aa logo刺繡牛仔吊帶褲,白,挺版牛仔寬版吊袋褲/ 肩帶拼接設計/ Aa logo刺繡設計,https://pic.pzcdn.tw/pazzo/ProductBasic/3d01e93a-7aae-4467-8b9e-80919d3ae312.jpg,https://www.pazzo.com.tw/market/n/22357?c=50605,1290.00 TWD,1290.00 TWD,PAZZO,1604,N,N,2024-09-23,20240923
