id,availability,condition,description,image_link,link,title,price,sale_price,gtin,mpn,brand,google_product_category,item_group_id,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
BOX-3,"in stock",new,3雙入精緻禮盒（不含襪）,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/3BOX-1.jpg,https://www.footer.com.tw/product-detail/3BOX3BLUE?utm_source=FB_dynamic&utm_medium=adGeek,3雙入精緻禮盒（不含襪）,120,120,-,-,footer,精緻禮盒(不含襪)禮盒/提袋,3Box,精緻禮盒(不含襪),禮盒/提袋,,,
B01M-藍,"in stock",new,中職明星賽聯名船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/B01-1.jpg,https://www.footer.com.tw/product-detail/B01MBLUE?utm_source=FB_dynamic&utm_medium=adGeek,中職明星賽聯名船短襪,580,230,-,-,footer,全產品【聯名企劃】運動聯名,B01,全產品,【聯名企劃】,運動聯名,,
B16L-白,"in stock",new,【中職明星賽】明星隊膝下襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/%E6%98%8E%E6%98%9F-%E9%95%B7-L%283%29.jpg,https://www.footer.com.tw/product-detail/B16LLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,【中職明星賽】明星隊膝下襪,580,320,-,-,footer,"全產品【新品＆活動企劃】L (24-27cm)",B16L,全產品,【新品＆活動企劃】,"L (24-27cm)",,
BOX-6,"in stock",new,6雙入精緻禮盒（不含襪）,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/box.jpg,https://www.footer.com.tw/product-detail/BOX6BLUE?utm_source=FB_dynamic&utm_medium=adGeek,6雙入精緻禮盒（不含襪）,200,200,-,-,footer,精緻禮盒(不含襪)禮盒/提袋,Box,精緻禮盒(不含襪),禮盒/提袋,,,
CH02M-湖水藍,"in stock",new,森呼吸女孩生理褲,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/CH02-%E6%B9%96%E6%B0%B4%E8%97%8D-1.jpg,https://www.footer.com.tw/product-detail/CH02MDARKBLUE?utm_source=FB_dynamic&utm_medium=adGeek,森呼吸女孩生理褲,480,215,-,-,footer,全產品【內著】森呼吸女孩生理褲,CH02,全產品,【內著】,森呼吸女孩生理褲,,
CH03M-湖水藍,"in stock",new,森呼吸女孩高腰內褲,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/CH03-%E6%B9%96%E6%B0%B4%E8%97%8D-1.jpg,https://www.footer.com.tw/product-detail/CH03MDARKBLUE?utm_source=FB_dynamic&utm_medium=adGeek,森呼吸女孩高腰內褲,480,215,-,-,footer,全產品【內著】森呼吸女孩內褲,CH03,全產品,【內著】,森呼吸女孩內褲,,
EF01S-黑,"in stock",new,純粹舒適四角內褲,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/EF02%282%29.jpg,https://www.footer.com.tw/product-detail/EF01SBLACK?utm_source=FB_dynamic&utm_medium=adGeek,純粹舒適四角內褲,480,300,-,-,footer,全產品【內著】男性舒適四角內褲,EF01,全產品,【內著】,男性舒適四角內褲,,
EF02M-黑,"in stock",new,純粹立體三角內褲3件裝,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/EF02-black-01-F.jpg,https://www.footer.com.tw/product-detail/ES01MBLACK?utm_source=FB_dynamic&utm_medium=adGeek,純粹立體三角內褲3件裝,890,600,-,-,footer,全產品【內著】男性三角內褲,ES01,全產品,【內著】,男性三角內褲,,
EF02M-藍,"in stock",new,純粹立體三角內褲3件裝,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/EF02-blue-01-F.jpg,https://www.footer.com.tw/product-detail/ES01MBLUE?utm_source=FB_dynamic&utm_medium=adGeek,純粹立體三角內褲3件裝,890,600,-,-,footer,全產品【內著】男性三角內褲,ES01,全產品,【內著】,男性三角內褲,,
EXST01-桃紅,"in stock",new,"寬版運動毛巾— 別再吃惹",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/EXST01-pink-F01.jpg,https://www.footer.com.tw/product-detail/EXST01FFUCHSIA?utm_source=FB_dynamic&utm_medium=adGeek,"寬版運動毛巾— 別再吃惹",420,286,-,-,footer,全產品【毛巾織品】運動毛巾全系列,EXST01,全產品,【毛巾織品】,運動毛巾全系列,,
EXST02-桃紅,"in stock",new,"寬版運動毛巾— 健身狂熱者",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/EXST02-FCM.jpg,https://www.footer.com.tw/product-detail/EXST02FFUCHSIA?utm_source=FB_dynamic&utm_medium=adGeek,"寬版運動毛巾— 健身狂熱者",420,286,-,-,footer,全產品【毛巾織品】運動毛巾全系列,EXST02,全產品,【毛巾織品】,運動毛巾全系列,,
F09（F1）-黑,"in stock",new,單色環狀五趾中筒襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/F09-black-1.jpg,https://www.footer.com.tw/product-detail/F09F1BLACK?utm_source=FB_dynamic&utm_medium=adGeek,單色環狀五趾中筒襪,280,230,-,-,footer,全產品【依襪型】分趾&五趾襪,F09,全產品,【依襪型】,分趾&五趾襪,,
F10（F1）-黑,"in stock",new,單色環狀五趾低筒襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/F10-black-1-N.jpg,https://www.footer.com.tw/product-detail/F10F1BLACK?utm_source=FB_dynamic&utm_medium=adGeek,單色環狀五趾低筒襪,280,230,-,-,footer,"全產品【99.9%抗菌機能襪】Daily 日常簡約素色",F10,全產品,【99.9%抗菌機能襪】,"Daily 日常簡約素色",,
F81L-藍,"in stock",new,兒童簡約運動氣墊襪(童),https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/F81-blue-1-F.jpg,https://www.footer.com.tw/product-detail/F81LBLUE?utm_source=FB_dynamic&utm_medium=adGeek,兒童簡約運動氣墊襪(童),250,230,-,-,footer,全產品運動襪,F81,全產品,運動襪,運動襪,,
F81L-灰,"in stock",new,兒童簡約運動氣墊襪(童),https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/F81-gray-1-F.jpg,https://www.footer.com.tw/product-detail/F81LGRAY?utm_source=FB_dynamic&utm_medium=adGeek,兒童簡約運動氣墊襪(童),250,230,-,-,footer,全產品運動襪,F81,全產品,運動襪,運動襪,,
F82L-白,"in stock",new,兒童時尚運動氣墊襪(童),https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/F82-white-1-F.jpg,https://www.footer.com.tw/product-detail/F82LWHITE?utm_source=FB_dynamic&utm_medium=adGeek,兒童時尚運動氣墊襪(童),250,230,-,-,footer,全產品【依襪型】運動襪,F82,全產品,【依襪型】,運動襪,,
FQ05-黑,"in stock",new,時尚星星花邊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/FQ05M-black-F01.jpg,https://www.footer.com.tw/product-detail/FQ05MBLACK?utm_source=FB_dynamic&utm_medium=adGeek,時尚星星花邊襪,280,230,-,-,footer,全產品【依襪型】微分子襪,FQ05,全產品,【依襪型】,微分子襪,,
FQ08-彩虹,"in stock",new,五色彩虹橫條襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/FQ08M-rainbow-F01.jpg,https://www.footer.com.tw/product-detail/FQ08MRAINBOW?utm_source=FB_dynamic&utm_medium=adGeek,五色彩虹橫條襪,280,230,-,-,footer,全產品【依襪型】微分子襪,FQ08,全產品,【依襪型】,微分子襪,,
FS01-深藍,"in stock",new,超涼感防曬機能開指袖套,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/%E5%95%86%E5%93%81%E5%9C%96-1-%E8%97%8D%281%29.jpg,https://www.footer.com.tw/product-detail/FS01FDARKBLUE?utm_source=FB_dynamic&utm_medium=adGeek,超涼感防曬機能開指袖套,380,179,-,-,footer,全產品【服飾】涼感袖套,FS01,全產品,【服飾】,涼感袖套,,
FT75-黑,"in stock",new,學生中筒長薄襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/FT75M-black-F01.jpg,https://www.footer.com.tw/product-detail/FT75MBLACK?utm_source=FB_dynamic&utm_medium=adGeek,學生中筒長薄襪,280,230,-,-,footer,全產品【依襪型】微分子襪,FT75,全產品,【依襪型】,微分子襪,,
HGL01S-黑,"in stock",new,"H.G.L 厚磅寬版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL01-black-01.jpg,https://www.footer.com.tw/product-detail/HGL01SBLACK?utm_source=FB_dynamic&utm_medium=adGeek,"H.G.L 厚磅寬版刺繡T",790,316,-,-,footer,全產品【服飾】上身,HGL01,全產品,【服飾】,上身,,
HGL02S-黑,"in stock",new,"H.G.L 厚磅合版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL02-black-01.jpg,https://www.footer.com.tw/product-detail/HGL02SBLACK?utm_source=FB_dynamic&utm_medium=adGeek,"H.G.L 厚磅合版刺繡T",790,316,-,-,footer,全產品【服飾】上身,HGL02,全產品,【服飾】,上身,,
HGL02S-卡其,"in stock",new,"H.G.L 厚磅合版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL02-khaki-01.jpg,https://www.footer.com.tw/product-detail/HGL02SKHAKI?utm_source=FB_dynamic&utm_medium=adGeek,"H.G.L 厚磅合版刺繡T",790,316,-,-,footer,全產品【服飾】上身,HGL02,全產品,【服飾】,上身,,
K172L-黑,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-black-F01.jpg,https://www.footer.com.tw/product-detail/K172LLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172L,全產品,【依襪型】,運動襪,,
K172L-灰,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-gray-F01N.jpg,https://www.footer.com.tw/product-detail/K172LLGRAY?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172L,全產品,【依襪型】,運動襪,,
K172L-白,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-white-01.jpg,https://www.footer.com.tw/product-detail/K172LLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172L,全產品,【依襪型】,運動襪,,
K172M-黑,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172M-black-01.jpg,https://www.footer.com.tw/product-detail/K172MMBLACK?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172M,全產品,【依襪型】,運動襪,,
K172M-白,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172M-white-01-M.jpg,https://www.footer.com.tw/product-detail/K172MMWHITE?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172M,全產品,【依襪型】,運動襪,,
K172XL-黑,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172XL-black-F01.jpg,https://www.footer.com.tw/product-detail/K172XLXLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172XL,全產品,【依襪型】,運動襪,,
K172XL-灰,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172XL-gray-F01.jpg,https://www.footer.com.tw/product-detail/K172XLXLGRAY?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172XL,全產品,【依襪型】,運動襪,,
K172XL-白,"in stock",new,我的基本標配運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172XL-white-F01.jpg,https://www.footer.com.tw/product-detail/K172XLXLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,我的基本標配運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K172XL,全產品,【依襪型】,運動襪,,
K175L-米,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175L-beige-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175LLBEIGE?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175L,全產品,【新品＆活動企劃】,羊毛襪,,
K175L-綠,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175L-green-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175LLGREEN?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175L,全產品,【新品＆活動企劃】,羊毛襪,,
K175L-白,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175L-white-F01%282%29.jpg,https://www.footer.com.tw/product-detail/K175LLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175L,全產品,【新品＆活動企劃】,羊毛襪,,
K175M-米,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175M-beige-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175MMBEIGE?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175M,全產品,【新品＆活動企劃】,羊毛襪,,
K175M-綠,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175M-green-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175MMGREEN?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175M,全產品,【新品＆活動企劃】,羊毛襪,,
K175M-紅,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175M-red-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175MMRED?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175M,全產品,【新品＆活動企劃】,羊毛襪,,
K175XL-米,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175XL-beige-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175XLXLBEIGE?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175XL,全產品,【新品＆活動企劃】,羊毛襪,,
K175XL-綠,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175XL-green-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175XLXLGREEN?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175XL,全產品,【新品＆活動企劃】,羊毛襪,,
K175XL-紅,"in stock",new,輕壓力登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175XL-red-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175XLXLRED?utm_source=FB_dynamic&utm_medium=adGeek,輕壓力登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K175XL,全產品,【新品＆活動企劃】,羊毛襪,,
K176L-黑,"in stock",new,重返簡約運動船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176L-black-F01.jpg,https://www.footer.com.tw/product-detail/K176LLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,重返簡約運動船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K176L,全產品,【依襪型】,運動襪,,
K176M-黑,"in stock",new,重返簡約運動船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176M-black-F01.jpg,https://www.footer.com.tw/product-detail/K176MMBLACK?utm_source=FB_dynamic&utm_medium=adGeek,重返簡約運動船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K176M,全產品,【依襪型】,運動襪,,
K176M-白,"in stock",new,重返簡約運動船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176M-white-F01.jpg,https://www.footer.com.tw/product-detail/K176MMWHITE?utm_source=FB_dynamic&utm_medium=adGeek,重返簡約運動船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K176M,全產品,【依襪型】,運動襪,,
K176XL-黑,"in stock",new,重返簡約運動船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176XL-black-F01.jpg,https://www.footer.com.tw/product-detail/K176XLXLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,重返簡約運動船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K176XL,全產品,【依襪型】,運動襪,,
K176XL-白,"in stock",new,重返簡約運動船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176XL-white-F01.jpg,https://www.footer.com.tw/product-detail/K176XLXLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,重返簡約運動船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K176XL,全產品,【依襪型】,運動襪,,
K177L-礦藍,"in stock",new,玩色渲染襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K177L-darkblue-F01.jpg,https://www.footer.com.tw/product-detail/K177LLDARKBLUE?utm_source=FB_dynamic&utm_medium=adGeek,玩色渲染襪,480,230,-,-,footer,全產品【依襪型】運動襪,K177L,全產品,【依襪型】,運動襪,,
K177M-天空藍,"in stock",new,玩色渲染襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K177M-blue-F01.jpg,https://www.footer.com.tw/product-detail/K177MMBLUE?utm_source=FB_dynamic&utm_medium=adGeek,玩色渲染襪,480,230,-,-,footer,全產品【依襪型】運動襪,K177M,全產品,【依襪型】,運動襪,,
K177M-礦藍,"in stock",new,玩色渲染襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K177M-darkblue-F01.jpg,https://www.footer.com.tw/product-detail/K177MMDARKBLUE?utm_source=FB_dynamic&utm_medium=adGeek,玩色渲染襪,480,230,-,-,footer,全產品【依襪型】運動襪,K177M,全產品,【依襪型】,運動襪,,
K177M-暮色,"in stock",new,玩色渲染襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K177M-bo-F01.jpg,https://www.footer.com.tw/product-detail/K177MMORANGEBLUE?utm_source=FB_dynamic&utm_medium=adGeek,玩色渲染襪,480,230,-,-,footer,全產品【依襪型】運動襪,K177M,全產品,【依襪型】,運動襪,,
K177XL-礦藍,"in stock",new,玩色渲染襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K177XL-darkblue-F01.jpg,https://www.footer.com.tw/product-detail/K177XLXLDARKBLUE?utm_source=FB_dynamic&utm_medium=adGeek,玩色渲染襪,480,230,-,-,footer,"全產品【依襪型】XL (26-29cm)",K177XL,全產品,【依襪型】,"XL (26-29cm)",,
K178L-暮色,"in stock",new,H.G.L刺繡渲染襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K178L-bo-F01.jpg,https://www.footer.com.tw/product-detail/K178LLORANGEBLUE?utm_source=FB_dynamic&utm_medium=adGeek,H.G.L刺繡渲染襪,480,230,-,-,footer,全產品【依襪型】運動襪,K178L,全產品,【依襪型】,運動襪,,
K181L-黑,"in stock",new,日常必備氣墊船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K181L-black-F01.jpg,https://www.footer.com.tw/product-detail/K181LLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,日常必備氣墊船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K181L,全產品,【依襪型】,運動襪,,
K181L-白,"in stock",new,日常必備氣墊船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K181L-white-F01.jpg,https://www.footer.com.tw/product-detail/K181LLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,日常必備氣墊船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K181L,全產品,【依襪型】,運動襪,,
K181M-黑,"in stock",new,日常必備氣墊船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K181M-black-F01.jpg,https://www.footer.com.tw/product-detail/K181MMBLACK?utm_source=FB_dynamic&utm_medium=adGeek,日常必備氣墊船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K181M,全產品,【依襪型】,運動襪,,
K181XL-黑,"in stock",new,日常必備氣墊船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K181XL-black-F01.jpg,https://www.footer.com.tw/product-detail/K181XLXLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,日常必備氣墊船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K181XL,全產品,【依襪型】,運動襪,,
K181XL-白,"in stock",new,日常必備氣墊船短襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K181XL-white-F01.jpg,https://www.footer.com.tw/product-detail/K181XLXLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,日常必備氣墊船短襪,280,230,-,-,footer,全產品【依襪型】運動襪,K181XL,全產品,【依襪型】,運動襪,,
K184L-黑,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184L-black-F01.jpg,https://www.footer.com.tw/product-detail/K184LLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184L,全產品,【依襪型】,運動襪,,
K184L-綠,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184L-green-F01.jpg,https://www.footer.com.tw/product-detail/K184LLGREEN?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184L,全產品,【依襪型】,運動襪,,
K184L-白,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184L-white-1.jpg,https://www.footer.com.tw/product-detail/K184LLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184L,全產品,【依襪型】,運動襪,,
K184M-黑,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184M-black-F01.jpg,https://www.footer.com.tw/product-detail/K184MMBLACK?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184M,全產品,【依襪型】,運動襪,,
K184M-綠,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184M-green-F01.jpg,https://www.footer.com.tw/product-detail/K184MMGREEN?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184M,全產品,【依襪型】,運動襪,,
K184M-白,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184M-white-F01.jpg,https://www.footer.com.tw/product-detail/K184MMWHITE?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184M,全產品,【依襪型】,運動襪,,
K184XL-黑,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184XL-black-F01.jpg,https://www.footer.com.tw/product-detail/K184XLXLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184XL,全產品,【依襪型】,運動襪,,
K184XL-綠,"in stock",new,復古線條運動氣墊襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K184XL-green-F01.jpg,https://www.footer.com.tw/product-detail/K184XLXLGREEN?utm_source=FB_dynamic&utm_medium=adGeek,復古線條運動氣墊襪,280,230,-,-,footer,全產品【依襪型】運動襪,K184XL,全產品,【依襪型】,運動襪,,
K185L-黑,"in stock",new,就素單色長襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K185L-black-F01.jpg,https://www.footer.com.tw/product-detail/K185LLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,就素單色長襪,280,230,-,-,footer,全產品【依襪型】微分子襪,K185L,全產品,【依襪型】,微分子襪,,
K185L-白,"in stock",new,就素單色長襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K185L-white-F01.jpg,https://www.footer.com.tw/product-detail/K185LLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,就素單色長襪,280,230,-,-,footer,全產品【依襪型】微分子襪,K185L,全產品,【依襪型】,微分子襪,,
K185M-黑,"in stock",new,就素單色長襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K185M-black-F01.jpg,https://www.footer.com.tw/product-detail/K185MMBLACK?utm_source=FB_dynamic&utm_medium=adGeek,就素單色長襪,280,230,-,-,footer,全產品【依襪型】微分子襪,K185M,全產品,【依襪型】,微分子襪,,
K185M-白,"in stock",new,就素單色長襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K185M-white-F01.jpg,https://www.footer.com.tw/product-detail/K185MMWHITE?utm_source=FB_dynamic&utm_medium=adGeek,就素單色長襪,280,230,-,-,footer,全產品【依襪型】微分子襪,K185M,全產品,【依襪型】,微分子襪,,
K185XL-黑,"in stock",new,就素單色長襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K185XL-black-F01.jpg,https://www.footer.com.tw/product-detail/K185XLXLBLACK?utm_source=FB_dynamic&utm_medium=adGeek,就素單色長襪,280,230,-,-,footer,全產品【依襪型】微分子襪,K185XL,全產品,【依襪型】,微分子襪,,
K185XL-白,"in stock",new,就素單色長襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K185XL-white-F01.jpg,https://www.footer.com.tw/product-detail/K185XLXLWHITE?utm_source=FB_dynamic&utm_medium=adGeek,就素單色長襪,280,230,-,-,footer,全產品【依襪型】微分子襪,K185XL,全產品,【依襪型】,微分子襪,,
K186L-陽橙,"in stock",new,印地安圖騰登山羊毛襪,https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K186L-red-F01%282%29.jpg,https://www.footer.com.tw/product-detail/K186LLYELLOW?utm_source=FB_dynamic&utm_medium=adGeek,印地安圖騰登山羊毛襪,780,690,-,-,footer,全產品【新品＆活動企劃】羊毛襪,K186L,全產品,【新品＆活動企劃】,羊毛襪,,
